,index_sql,q10_part_1,q10_part_2,q10_part_3,q10_part_4,q10_part_5,q10_part_6,q10_part_7,q10_part_8,q10_part_9,q10_part_10,q10_part_11,q10_part_12,q10_part_13,q10_part_14,q10_part_15,q10_part_16,q10_other
13393,13394, Kaggle Notebooks,,,,,,,,,,Google Cloud Datalab,,,,,,
13394,13395,,Colab Notebooks,,,,,,,,,,,,,,,
13395,13396,,,,,,,,,,,,,,,,None,
13396,13397, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13397,13398,,Colab Notebooks,,,,,,,,,,,,,,,
13398,13399,,,,,,,,,,,,,,,,None,
13399,13400,,Colab Notebooks,,,,,,,,,,,,,,,
13400,13401, Kaggle Notebooks,,,,,,,,,,Google Cloud Datalab,,,,,,
13401,13402,,,,,,,,,,,,,,,,None,
13402,13403,,Colab Notebooks,,,,,,,,,,,,,,,
13403,13404,,Colab Notebooks,,,,,,,,,, Databricks Collaborative Notebooks ,,,,,
13404,13405,,Colab Notebooks,,,,,,,,,,,,,,,
13405,13406,,,,,,,,,,,,,,,,None,
13406,13407,,Colab Notebooks,,,,,,,,,,,,,,,
13407,13408, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13408,13409,,,Azure Notebooks,,,,,,,,,,,,,,
13409,13410,,Colab Notebooks,,,,,,,,,,,,,,,
13410,13411,,Colab Notebooks,,,,,,,,,,,,,,,
13411,13412, Kaggle Notebooks,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
13412,13413,,,,, Binder / JupyterHub ,,,,,,,,,,,,
13413,13414,,,,,,,,,,,,,,,,None,
13414,13415,,,,,,,,,,,,,,,,None,
13415,13416,,,,,,,,,,,,,,,,None,
13416,13417,,,,,,,,,,,,,,,,None,
13417,13418,,,,,,,,,,,,,,,,,
13418,13419,,,,,,,,,,,,,,,,None,
13419,13420, Kaggle Notebooks,,,,,,,,,,,,,,,,
13420,13421, Kaggle Notebooks,,,,,,,,,,,,,,,,
13421,13422,,Colab Notebooks,,,,,,,,,,,,,,,
13422,13423,,Colab Notebooks,,,,,,,,,,,,,,,
13423,13424,,,,, Binder / JupyterHub ,,,,,,Google Cloud Datalab,,,,,,
13424,13425,,,,,,,,,,,,,,,,,Other
13425,13426, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13426,13427, Kaggle Notebooks,,,,,,,,,,,,,,,,
13427,13428,,,,,,,,,,,,,,,,,Other
13428,13429,,Colab Notebooks,,,,,,,,,,,,,,,
13429,13430,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13430,13431, Kaggle Notebooks,,,,,,,,,,,,,,,,
13431,13432, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13432,13433,,,,,,,,,,,,,,,,None,
13433,13434,,Colab Notebooks,,,,,,,,,,,,,,,
13434,13435,,,,,,,,,,,Google Cloud Datalab,,,,,,
13435,13436, Kaggle Notebooks,,,,,,,,,,,,,,,,
13436,13437, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13437,13438,,,,,,,,,,,,,,,,None,
13438,13439,,Colab Notebooks,,,,,,,,,,,,,,,
13439,13440,,,,,,,,,,,,,,,,None,
13440,13441,,,,,,,,,,,,,,,,None,
13441,13442, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13442,13443, Kaggle Notebooks,,,,,,,,,,,,,,,,
13443,13444, Kaggle Notebooks,,,,,,,,,,,,,,,,
13444,13445, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,,,,, Amazon Sagemaker Studio Notebooks ,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,, Zeppelin / Zepl Notebooks ,,,,
13445,13446,,,,,,,, Amazon Sagemaker Studio Notebooks ,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13446,13447,,,,,,,,,,,, Databricks Collaborative Notebooks ,,,,,
13447,13448,,,,,,,,,,,,,,,,,Other
13448,13449,,Colab Notebooks,,,,,,,,,,,,,,,
13449,13450,,,,,,,,,,,,,,,,None,
13450,13451,,Colab Notebooks,,,,,,,,,,,,,,,
13451,13452, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
13452,13453,,Colab Notebooks,,,,,,,,,,,,,,,
13453,13454,,,, Paperspace / Gradient ,,,,,,,,, Zeppelin / Zepl Notebooks ,,,,
13454,13455, Kaggle Notebooks,,,,,, IBM Watson Studio ,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,, Databricks Collaborative Notebooks ,,,,,
13455,13456, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13456,13457,,,,,,,,,,,,,,,,,
13457,13458,,,,,,,,,,,,,,,,None,
13458,13459,,,,,,,,,,,,,,,,None,
13459,13460, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13460,13461,,,Azure Notebooks,, Binder / JupyterHub ,,,,,,,,,,,,
13461,13462,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13462,13463,,Colab Notebooks,,,,,,,,,,,,,,,
13463,13464,,,,,,,,,,,,,,,,None,
13464,13465, Kaggle Notebooks,,,,,,,,,,,,,,,,
13465,13466, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13466,13467,,,,,,,,,,,,,,,,None,
13467,13468,,,,,,,,,,,,,,,,None,
13468,13469, Kaggle Notebooks,Colab Notebooks,,,,, IBM Watson Studio ,,,,,,,,,,
13469,13470, Kaggle Notebooks,,,,,,,,,,,,,,,,
13470,13471,,,,,,,,,,,,,,,,None,
13471,13472, Kaggle Notebooks,Colab Notebooks,Azure Notebooks, Paperspace / Gradient , Binder / JupyterHub , Code Ocean , IBM Watson Studio , Amazon Sagemaker Studio Notebooks , Amazon EMR Notebooks ,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab, Databricks Collaborative Notebooks , Zeppelin / Zepl Notebooks , Deepnote Notebooks , Observable Notebooks ,,
13472,13473,,,,, Binder / JupyterHub ,,,,,,,,,,,,
13473,13474,,Colab Notebooks,,,,,,,,,,,,,,,
13474,13475, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13475,13476, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13476,13477, Kaggle Notebooks,,,,,, IBM Watson Studio ,,,,,,,,,,
13477,13478, Kaggle Notebooks,Colab Notebooks,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
13478,13479,,,,,,,,,,,,,,,,None,
13479,13480,,,,,,,,,,,,,,,,None,
13480,13481,,,,,,,,,,,,,,,,None,
13481,13482,,,,, Binder / JupyterHub ,,,,,,,,,,,,
13482,13483, Kaggle Notebooks,,,,,,,,,,,,,,,,
13483,13484,,,,,,,,,,,,,,,,None,
13484,13485,,,,,,,,,,,,,,,,None,
13485,13486,,,,,,,,,,,,,,,,None,
13486,13487, Kaggle Notebooks,,,,,, IBM Watson Studio ,,,,,,,,,,
13487,13488,,,,,,,,,,,,,,,,None,
13488,13489, Kaggle Notebooks,,,, Binder / JupyterHub ,,,,,,,,,,,,
13489,13490,,,,,,,,,,,,,,,,None,
13490,13491,,,,,,,,,,,,,,,,None,
13491,13492,,Colab Notebooks,,,,,,,,,,,,,,,
13492,13493,,Colab Notebooks,,,,,,,,,,,,,,,
13493,13494,,,,,,,,,,,,,,,,None,
13494,13495, Kaggle Notebooks,,,,,,,,,,,,,,,,
13495,13496,,,Azure Notebooks,,,,,,,,Google Cloud Datalab,,,,,,
13496,13497,,,,,,,,,,,Google Cloud Datalab,,,,,,
13497,13498, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13498,13499, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13499,13500, Kaggle Notebooks,Colab Notebooks,Azure Notebooks, Paperspace / Gradient , Binder / JupyterHub , Code Ocean , IBM Watson Studio , Amazon Sagemaker Studio Notebooks , Amazon EMR Notebooks ,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab, Databricks Collaborative Notebooks , Zeppelin / Zepl Notebooks , Deepnote Notebooks , Observable Notebooks ,,Other
13500,13501, Kaggle Notebooks,,,,,,,,,,,,,,,,
13501,13502,,,,, Binder / JupyterHub ,,,,,,,,,,,,
13502,13503,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
13503,13504, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,, Binder / JupyterHub ,,, Amazon Sagemaker Studio Notebooks ,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
13504,13505, Kaggle Notebooks,,,,,,,,,,,,,,,,
13505,13506, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13506,13507, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13507,13508, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13508,13509,,,,,,,,,,,,,,,,None,
13509,13510,,Colab Notebooks,,,,,,,,,,,,,,,
13510,13511,,,,,,,,,,,,,,,,None,
13511,13512,,,,,,,,,,,,,,,,None,
13512,13513, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13513,13514, Kaggle Notebooks,,,,,,,,,,,,,,,,
13514,13515, Kaggle Notebooks,,,,,,,,,,,,,,,,
13515,13516, Kaggle Notebooks,,,,,,, Amazon Sagemaker Studio Notebooks ,,,Google Cloud Datalab,,,,,,
13516,13517,,,,, Binder / JupyterHub ,,,,,,,,,,,,
13517,13518, Kaggle Notebooks,,Azure Notebooks,,,,,,,,,,,,,,
13518,13519,,,Azure Notebooks,,,,,,,,, Databricks Collaborative Notebooks ,,,,,
13519,13520,,,,,,,,,,,,,,,,None,
13520,13521,,,,, Binder / JupyterHub ,,,,,,,,,,,,
13521,13522, Kaggle Notebooks,,,,,,,,,,,,,,,,
13522,13523, Kaggle Notebooks,,,,,,,,,,,,,,,,
13523,13524, Kaggle Notebooks,,,,,,,,,,,,,,,,
13524,13525,,,,,,,,,,,,,,,,None,
13525,13526, Kaggle Notebooks,,,,,,,,,,,,,,,,
13526,13527,,,,,,,,,,,,,,,,None,
13527,13528,,Colab Notebooks,,,,,,,,,,,,,,,
13528,13529,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13529,13530,,Colab Notebooks,,,,,,,,,,,,,,,
13530,13531,,,,,,,,,,,,,,,,None,
13531,13532, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,,,,, Amazon Sagemaker Studio Notebooks ,,,Google Cloud Datalab,,,,,,
13532,13533,,,,,,,,,,,,,,,,None,
13533,13534,,,,,,,,,,,,,,,,None,
13534,13535,,Colab Notebooks,,,,,,,,,,,,,,,
13535,13536, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13536,13537,,,,, Binder / JupyterHub ,,,,,,,,,,,,
13537,13538,,,,,,,,,,,,,,,,,Other
13538,13539,,Colab Notebooks,,,,,,,,,,,,,,,
13539,13540,,,,,,,,,,,,,,,,None,
13540,13541, Kaggle Notebooks,,,, Binder / JupyterHub ,,,,,,,,,,,,
13541,13542, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
13542,13543,,,,,,,,,,,,,,,,None,
13543,13544,,Colab Notebooks,,,,,,,,,,,,,,,
13544,13545, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13545,13546,,,,,,,,,,,,,,,,None,
13546,13547,,,,,,,,,,,,,,,,,
13547,13548,,,,,,,,,,,,,,,,None,
13548,13549,,Colab Notebooks,,,,,,,,,,,,,,,
13549,13550, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13550,13551,,,,,,,,,,,,,,,,None,
13551,13552, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13552,13553,,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,, Deepnote Notebooks ,,,
13553,13554, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13554,13555,,,,,,,,,,,,,,,,None,
13555,13556,,Colab Notebooks,,,,,,,,,,,,,,,
13556,13557,,,,,,,,,,,,,,,,None,
13557,13558,,,,,,,,,,,,,,,,None,
13558,13559,,,,,,,,,,,,,,,,None,
13559,13560, Kaggle Notebooks,,,,,,,,,,,,,,,,
13560,13561, Kaggle Notebooks,,,,,,,,,,,,,,,,
13561,13562,,Colab Notebooks,,,,,,,,,,,,,,,
13562,13563,,,,,,,,,,,,,,,,None,
13563,13564,,Colab Notebooks,Azure Notebooks,,,,,,,,,,,,,,
13564,13565,,,,,,,,,,,,,,,,None,
13565,13566, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13566,13567, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13567,13568,,,,,,,,,,,,,,,,None,
13568,13569,,,,,,,,, Amazon EMR Notebooks ,,,,,,,,Other
13569,13570,,,,,,,,,,,,,,,,None,
13570,13571,,Colab Notebooks,,,,,,,,,,,,,,,
13571,13572,,Colab Notebooks,,,,,,,,,,,,,,,
13572,13573,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
13573,13574,,,,,,,,,,,,,,,,None,
13574,13575,,,,,,,,,,,,,, Deepnote Notebooks ,,,
13575,13576,,,,,,,,,,,,,,,,None,
13576,13577, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13577,13578, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13578,13579,,Colab Notebooks,,,,,,,,,, Databricks Collaborative Notebooks ,,,,,
13579,13580, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13580,13581,,,,,,,,,,,,,,,,None,
13581,13582, Kaggle Notebooks,,,,,,,,,,,,,,,,
13582,13583,,,,,,,,,,,,,,,,None,
13583,13584, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,, Databricks Collaborative Notebooks ,,,,,
13584,13585,,,,,,,,,,,, Databricks Collaborative Notebooks ,,,,,
13585,13586, Kaggle Notebooks,,Azure Notebooks,,,,,, Amazon EMR Notebooks ,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13586,13587, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13587,13588, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13588,13589, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13589,13590, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13590,13591, Kaggle Notebooks,,,,,, IBM Watson Studio ,,,,Google Cloud Datalab,,,,,,
13591,13592,,,,,,,,,,,,,,,,None,
13592,13593,,,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
13593,13594,,,,,,,,,,,,,,,,None,
13594,13595, Kaggle Notebooks,,,, Binder / JupyterHub ,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,, Observable Notebooks ,,
13595,13596,,Colab Notebooks,,,,,,,,,,,,,,,
13596,13597, Kaggle Notebooks,,,,,,,,,,,,,,,,
13597,13598,,,,,,,,,,,,,,,,None,
13598,13599,,Colab Notebooks,,,,,,,,,,,,,,,
13599,13600, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13600,13601, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13601,13602,,Colab Notebooks,,,,,,,,,,,,,,,
13602,13603, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13603,13604, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,,,,,,,,, Databricks Collaborative Notebooks ,,,,,
13604,13605,,Colab Notebooks,,,,,,,,,,,,,,,
13605,13606,,,Azure Notebooks,,,,,,,,,,,,,,
13606,13607,,Colab Notebooks,,,,,,,,,,,,,,,
13607,13608,,,,,,,,,,,,,,,,None,
13608,13609, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,, Amazon Sagemaker Studio Notebooks ,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13609,13610,,Colab Notebooks,,,,,,,,,,,,,,,
13610,13611,,Colab Notebooks,,,,,,,,,,,,,,,
13611,13612,,,,,,,,,,,,,,,,None,
13612,13613, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13613,13614,,,,,,,,,,,,,,,,None,
13614,13615,,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13615,13616,,Colab Notebooks,,,,,,,,,,,,,,,
13616,13617,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13617,13618,,,,,,,,,,,,,,,,None,
13618,13619,,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13619,13620,,,,,,,,,,,,,,,,,
13620,13621, Kaggle Notebooks,,,, Binder / JupyterHub ,,,,,,,,,,,,
13621,13622, Kaggle Notebooks,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
13622,13623,,Colab Notebooks,,,,,,,,,,,,,,,
13623,13624,,,,,,,,,,,,,,,,,
13624,13625, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,,,,,,,,,,,,,,
13625,13626,,,Azure Notebooks,,,,,,,,,,,,,,
13626,13627,,,,, Binder / JupyterHub ,,,,,,,,,,,,
13627,13628,,,,,,,,,,,,,,,,,
13628,13629, Kaggle Notebooks,,,,,,,,,,,,,,,,
13629,13630,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13630,13631,,,,,,,,,,,,,,,,None,
13631,13632, Kaggle Notebooks,,,,,,,,,,,,,,,,
13632,13633, Kaggle Notebooks,,Azure Notebooks,,,,,,,,,,,,,,
13633,13634,,Colab Notebooks,,,,,,,,,,,,,,,
13634,13635, Kaggle Notebooks,,,,,,,,,,,,,,,,
13635,13636,,,,,,,,,,,,,,,,None,
13636,13637, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13637,13638,,,,,,, IBM Watson Studio ,,,,,,,,,,
13638,13639,,,,,,,,,,,,,,,,,
13639,13640, Kaggle Notebooks,,,,,,,,,,,,,,,,
13640,13641,,,,,,,,,,,,,,,,None,
13641,13642,,,,,,, IBM Watson Studio ,, Amazon EMR Notebooks ,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,, Deepnote Notebooks ,,,
13642,13643, Kaggle Notebooks,,Azure Notebooks,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13643,13644, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13644,13645,,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13645,13646,,,,,,,,,,,,,,,,None,
13646,13647,,,,,,,,,,,,,,,,None,
13647,13648,,Colab Notebooks,,,,,,,,,,,,,,,
13648,13649, Kaggle Notebooks,Colab Notebooks,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
13649,13650,,,,,,,,,,,,,,,,None,
13650,13651,,,,,,,,,,,,,,,,None,
13651,13652,,,,,,,,,,,,,,,,None,
13652,13653,,Colab Notebooks,,,,,,,,,,,,,,,
13653,13654, Kaggle Notebooks,,, Paperspace / Gradient ,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13654,13655, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13655,13656, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13656,13657,,,,,,,,,,,,,,,,None,
13657,13658,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13658,13659,,,,,,,,,,,,,,,,None,
13659,13660, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13660,13661,,,,,,,,,,,,,,,,None,
13661,13662, Kaggle Notebooks,,,,,,,, Amazon EMR Notebooks ,,Google Cloud Datalab,,,, Observable Notebooks ,,
13662,13663, Kaggle Notebooks,,,,,,,,,,,,,,,,
13663,13664,,,,,,,,,,,,,,,,None,
13664,13665, Kaggle Notebooks,,,,,,,,,,,,,,,,
13665,13666, Kaggle Notebooks,,,,,,,,,,,,,,,,
13666,13667,,Colab Notebooks,,,,,,,,,,,,,,,
13667,13668,,,,,,,,,,,,,,,,,
13668,13669,,,,,,,,,,,Google Cloud Datalab,,,,,,
13669,13670,,Colab Notebooks,,,,,,,,,,,,,,,
13670,13671, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13671,13672,,,,,,,, Amazon Sagemaker Studio Notebooks ,,,Google Cloud Datalab,,,,,,
13672,13673,,,,,,,,,,,,,,,,None,
13673,13674, Kaggle Notebooks,,Azure Notebooks,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13674,13675, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13675,13676, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,,,,,,,,,,,, Observable Notebooks ,,
13676,13677,,,,,,,,,,,,,,,,,
13677,13678,,Colab Notebooks,,,,,,,,,,, Zeppelin / Zepl Notebooks ,,,,Other
13678,13679, Kaggle Notebooks,,,,,,,,,,,,,,,,
13679,13680, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13680,13681,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
13681,13682,,,,, Binder / JupyterHub ,,,,,,,,,,,,
13682,13683,,,,,,,,,,,,,,,,None,
13683,13684, Kaggle Notebooks,,,,,,,,,,,,,,,,
13684,13685,,Colab Notebooks,,,,,,,,,,,,,,,
13685,13686,,,,,,,,,,,,,,,,None,
13686,13687, Kaggle Notebooks,,,,,,,,,,,,,,,,
13687,13688,,,,,,,,,,,,,,,,None,
13688,13689, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
13689,13690, Kaggle Notebooks,,,,,,,,,,,,,,,,
13690,13691,,,,,,,,,,,,,,,,None,
13691,13692, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13692,13693,,,,,,,,,,,,,,,,None,
13693,13694, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13694,13695,,,,,,,,,,,,,,,,None,
13695,13696, Kaggle Notebooks,,,,,,,,,,,,,,,,
13696,13697, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
13697,13698,,,,,,,,,,,,,,,,None,
13698,13699,,Colab Notebooks,,,,,,,,,,,,,,,
13699,13700,,,,,,,,,,,,,,,,None,
13700,13701,,Colab Notebooks,,,,,,,,,,,,,,,
13701,13702, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13702,13703, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13703,13704, Kaggle Notebooks,,,,,,,,,,,,,,,,
13704,13705,,,,,,,,,,,,,,,,None,
13705,13706,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
13706,13707,,,,,,,,,,,,,,,,None,
13707,13708,,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13708,13709,,Colab Notebooks,,,,,,,,,,,,,,,
13709,13710,,,,,,,,,,,,,,,,,Other
13710,13711,,,,,,,,,,,Google Cloud Datalab,,,,,,
13711,13712, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13712,13713, Kaggle Notebooks,,,,,,,,,,,,,,,,
13713,13714,,,,,,,,,,,,,,,,None,
13714,13715, Kaggle Notebooks,,,,,, IBM Watson Studio ,,,,,,,,,,
13715,13716, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
13716,13717,,,,,,,,,,,,,,,,None,
13717,13718,,,,,,,,,,,,,,,,None,
13718,13719, Kaggle Notebooks,,,, Binder / JupyterHub ,,,,,,Google Cloud Datalab,,,,,,
13719,13720,,,,,,,,,,,,,,,,None,
13720,13721, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13721,13722,,,,, Binder / JupyterHub ,,,,,,,,,,,,
13722,13723, Kaggle Notebooks,,,,,,,,,,Google Cloud Datalab,,,,,,
13723,13724,,,,,,,,,,,,,,,,None,
13724,13725, Kaggle Notebooks,,,,,,,,,,,,,,,,
13725,13726,,,,,,,,,,,,,,,,,
13726,13727,,,,,,,,,,,,,,,,None,
13727,13728, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13728,13729,,,,,,,,,,,,,,,,None,
13729,13730,,,,,,,,,,,,,,,,None,
13730,13731,,Colab Notebooks,,,,,,,,,,,,,,,
13731,13732, Kaggle Notebooks,,,,,,,,,,,,,,,,
13732,13733,,Colab Notebooks,Azure Notebooks,,,,,,,,,,,,,,
13733,13734,,,,,,,,,,,,,,,,None,
13734,13735,,Colab Notebooks,,,,,,,,,,,,,,,
13735,13736, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13736,13737, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13737,13738,,,,,,,,,,,,,,,,None,
13738,13739,,,,,,,,,,,,,,,,None,
13739,13740, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13740,13741, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13741,13742, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13742,13743, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13743,13744,,,,,,,,,,,,,,,,None,
13744,13745,,Colab Notebooks,,,,,,,,,,,,,,,
13745,13746,,,,,,,,,,,,,,,,None,
13746,13747,,,,,,,,,,,,,,,,,Other
13747,13748,,,,,,,,,,,,,,,,None,
13748,13749, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13749,13750,,,,,,,,,,,,,,,,None,
13750,13751,,,,,,,,,,,,,,,,None,
13751,13752,,,,,,,,,,,,,,,,None,
13752,13753,,,,,,,,,,,,,,,,None,
13753,13754,,,,,,,,,,,,,,,,None,
13754,13755, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13755,13756,,,,,,,,,,,,,,,,,
13756,13757, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,, Zeppelin / Zepl Notebooks ,,,,
13757,13758, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
13758,13759, Kaggle Notebooks,,,,,,,,,,,,,,,,
13759,13760,,,,,,,,,,,,,,,,None,
13760,13761,,Colab Notebooks,,,,,,,,,,,,,,,
13761,13762,,,,,,,,,,,,,,,,None,
13762,13763,,,,,,,,,,,,,,,,None,
13763,13764,,Colab Notebooks,,,,,,,,,,,,,,,
13764,13765, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
13765,13766,,,,,,,,,,,,,,,,None,
13766,13767,,,,,,,,,,,,,,,,None,
13767,13768,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
